epoch,step,train_loss,val_loss
0,6,,0.008682864718139172
1,13,,0.004488824401050806
2,20,,0.00647285021841526
3,27,,0.0038576065562665462
4,34,,0.003665320808067918
5,41,,0.003905151505023241
6,48,,0.005427515134215355
7,49,0.00966053456068039,
7,55,,0.0040931361727416515
8,62,,0.003723504487425089
9,69,,0.00379399792291224
10,76,,0.004032079130411148
11,83,,0.004505710676312447
12,90,,0.004241002723574638
13,97,,0.003830620786175132
14,99,0.007073657587170601,
14,104,,0.003926523495465517
15,111,,0.00436467444524169
16,118,,0.003970463760197163
17,125,,0.0038466746918857098
18,132,,0.004071335773915052
19,139,,0.004074859898537397
20,146,,0.003929818049073219
21,149,0.004170735366642475,
21,153,,0.004051078576594591
22,160,,0.004061100538820028
23,167,,0.0038355954457074404
24,174,,0.004136399831622839
25,181,,0.0039414954371750355
26,188,,0.0041143568232655525
27,195,,0.004019313957542181
28,199,0.019138645380735397,
28,202,,0.004084077663719654
29,209,,0.003968193661421537
30,216,,0.0038706951308995485
31,223,,0.004476717207580805
32,230,,0.004038394894450903
33,237,,0.0038228894118219614
34,244,,0.004157437477260828
