epoch,step,train_loss,val_loss
0,12,,0.0038125619757920504
1,25,,0.0042697107419371605
2,38,,0.004593923222273588
3,49,0.014897310175001621,
3,51,,0.003851966466754675
4,64,,0.004277001600712538
5,77,,0.004365609958767891
6,90,,0.003936465829610825
7,99,0.01825036108493805,
7,103,,0.004226846620440483
8,116,,0.0046478682197630405
9,129,,0.004062425345182419
10,142,,0.004159579519182444
11,149,0.01765553094446659,
11,155,,0.004254035651683807
12,168,,0.004109402187168598
13,181,,0.003966502845287323
14,194,,0.0040778727270662785
15,199,0.029282616451382637,
15,207,,0.004353673197329044
16,220,,0.003657636698335409
17,233,,0.0036754433531314135
18,246,,0.003838409436866641
19,249,0.00570201501250267,
19,259,,0.0038720346055924892
20,272,,0.003615121589973569
21,285,,0.0038927241694182158
22,298,,0.00412857485935092
23,299,0.017663927748799324,
23,311,,0.0037170813884586096
24,324,,0.0038249145727604628
25,337,,0.0036843011621385813
26,349,0.00324428197927773,
26,350,,0.003810272552073002
27,363,,0.0036670826375484467
28,376,,0.003840301651507616
29,389,,0.0037175877951085567
30,399,0.024817729368805885,
30,402,,0.003783187596127391
31,415,,0.0036952460650354624
32,428,,0.003781526815146208
33,441,,0.0038533522747457027
34,449,0.012531138956546783,
34,454,,0.0037607038393616676
35,467,,0.003661130787804723
36,480,,0.0037293529603630304
37,493,,0.00368379894644022
38,499,0.015142424032092094,
38,506,,0.003772685071453452
39,519,,0.0038380506448447704
40,532,,0.0036681026685982943
41,545,,0.0036813842598348856
42,549,0.003956262022256851,
42,558,,0.0037073439452797174
43,571,,0.003691179910674691
44,584,,0.0037098361644893885
45,597,,0.003718649735674262
46,599,0.011340887285768986,
46,610,,0.003713307436555624
47,623,,0.003673392813652754
48,636,,0.0037637564819306135
49,649,0.0017925443826243281,
49,649,,0.0037263815756887197
50,662,,0.0037205000407993793
