epoch,step,train_loss,val_loss
0,5,,0.17085257172584534
1,11,,0.09307289868593216
2,17,,0.06115849316120148
3,23,,0.05671205744147301
4,29,,0.046325456351041794
5,35,,0.04701846465468407
6,41,,0.04845273122191429
7,47,,0.04586023464798927
8,49,0.08527632057666779,
8,53,,0.046040210872888565
9,59,,0.04623683542013168
10,65,,0.047064438462257385
11,71,,0.04569462314248085
12,77,,0.04578781500458717
13,83,,0.049486517906188965
14,89,,0.04563048109412193
15,95,,0.04651087895035744
16,99,0.04531191661953926,
16,101,,0.04626237601041794
17,107,,0.04595630243420601
18,113,,0.04674877971410751
19,119,,0.04565322771668434
20,125,,0.04616270214319229
21,131,,0.04569137468934059
22,137,,0.04603629931807518
23,143,,0.04630144312977791
24,149,0.05214745178818703,
24,149,,0.04593463987112045
